Benchmark,Benchmark Version,Hardware Vendor,System,Nodes,Form Factor,Test Method,Result,ssj_ops @ 100% of target load,ssj_ops @ 90% of target load,ssj_ops @ 80% of target load,ssj_ops @ 70% of target load,ssj_ops @ 60% of target load,ssj_ops @ 50% of target load,ssj_ops @ 40% of target load,ssj_ops @ 30% of target load,ssj_ops @ 20% of target load,ssj_ops @ 10% of target load,Average watts @ 100% of target load,Average watts @ 90% of target load,Average watts @ 80% of target load,Average watts @ 70% of target load,Average watts @ 60% of target load,Average watts @ 50% of target load,Average watts @ 40% of target load,Average watts @ 30% of target load,Average watts @ 20% of target load,Average watts@10% of target load,Average watts @ active idle,Performance/power @ 100% of target load,Performance/power @ 90% of target load,Performance/power @ 80% of target load,Performance/power @ 70% of target load,Performance/power @ 60% of target load,Performance/power @ 50% of target load,Performance/power @ 40% of target load,Performance/power @ 30% of target load,Performance/power @ 20% of target load,Performance/power @ 10% of target load,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,File System,DIMMS,Memory Description,Network Controller,NICs Connected,NICs enabled (firmware),NICs enabled (OS),Network speed,JVM Vendor,JVM Version,JVM Instances,JVM Affinity,JVM Bitness,JVM Options,Initial Heap,Max Heap,System Source,System Designation,Power Provisioning,Disk Drive,Disk Controller,Power Management,Power Supply Details,Power Supplies Installed,Power Supply Rating (watts),HW Avail,SW Avail,License,Tested By,Test Sponsor,Test Date,Published,Updated,Disclosure URL, ,
power_ssj2008,1.1,Fujitsu Siemens Computers,PRIMERGY TX300 S4 (Intel Xeon L5430),1,--,Single Node,916,326264,296024,262814,227848,197773,163230,131146,98503,65861,32459,221,215,208,198,189,178,169,160,151,143,135,1478,1376,1266,1151,1049,917,778,616,435,227,8,2,4,1,Intel Xeon L5430,2667,2.66GHz  2x6MB L2 cache  1333MHz system bus,1 2 chips,32 KB I + 32 KB D on chip per core,12 MB I+D on chip per chip  6 MB shared / 2 cores,None,None,8.00,Microsoft Windows Server 2008 Enterprise x64 Edition + SP2,Version 6.0.6002 Service Pack 2  v.641 Build 6002,NTFS,4 x 2048 MB,8GB 2Rx8 PC2-5300F ECC CL5 slots 1A  1B  1C  1D populated,2,1,1,1,1000,Oracle Corporation,Oracle Jrockit,4,start /affinity [0x03 0x30 0x0C 0xC0],64, ,1700,1700,Single Supplier,Server,Line-powered,1 x Seagate (3.5  SATA  250GB  7.2krpm),LSI Logic Integrated SAS 3000 Series  8-port with 1068E,Enabled (Balanced power scheme),HIPRO HP-W700WC3,1,700,2008/09/01,2009/05/01,22,Fujitsu Siemens Computers,Fujitsu Siemens Computers, ,2009/03/01,Apr-2009,http://www.spec.org/power_ssj2008/results/res2009q1/power_ssj2008-20090220-00123.html,<A HREF=
power_ssj2008,1.1,Fujitsu Siemens Computers,PRIMERGY TX300 S4 (Intel Xeon L5430),1,--,Single Node,827,293162,266476,235772,206037,177897,148910,118259,87530,58791,29361,220,212,204,195,187,178,169,160,153,146,138,1332,1254,1157,1058,953,837,701,546,384,201,8,2,4,1,Intel Xeon L5430,2667,2.66GHz  2x6MB L2 cache  1333MHz system bus,1 2 chips,32 KB I + 32 KB D on chip per core,12 MB I+D on chip per chip  6 MB shared / 2 cores,None,None,8.00,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,Version 5.2.3790 Service Pack 1 Build 3790,NTFS,4 x 2048 MB,PC2-5300F 2Rx8 (CAS 5-5-5),2,1,1,1,1000,Oracle Corporation,Oracle JRockit(R) 6.0 P27.5.0 (build P27.5.0-5_o_CR371811_CR374296-100684-1.6.0_03-20080702-1651-windows-x86_64),4,start /affinity [0x03 0x30 0x0C 0xC0],64, ,1700,1700,Single Supplier,Server,Line-powered,1 x Seagate (3.5  SATA  160GB  7.2krpm),LSI Logic integrated SAS 3000 series  8-port with 1068E,Enabled (Server Balanced Processor Power and Performance),HIPRO HP-W700WC3,1,700,2008/09/01,2008/07/01,22,Fujitsu Siemens Computers,Fujitsu Siemens Computers,Aug-2008,2008/09/01,Apr-2009,http://www.spec.org/power_ssj2008/results/res2008q3/power_ssj2008-20080826-00072.html,<A HREF=
power_ssj2008,1.2,Bull SAS,NovaScale R440 F2 (Intel Xeon X5670  2.93 GHz),1,1U,Single Node,2831,911120,822539,728919,640006,548182,456391,364015,274397,185054,90508,247,229,211,191,173,157,144,133,122,107,60.4,3690,3597,3458,3342,3168,2906,2530,2069,1520,843,12,2,6,2,Intel Xeon X5670,2933,Six-Core  2.93 GHz  12MB L3 Cache,1 2 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 x64 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3 10600E CH9 slots A1  A2  A3  B1  B2  B3 populated,4,1,2,2,1000,IBM Corporation,IBM J9 VM (build 2.4  JRE 1.6.0 IBM J9 2.4 Windows Server 2008 amd64-64 jvmwa6460sr7-20100204_52921 (JIT enabled  AOT enabled),6,start /affinity [F F0 F00 F000 F0000 F00000],64, ,1500,1500,Single Supplier,Server,Line-powered,1 x 14GB SAS SSD,SAS 6/iR integrated controller,Power Saver in OS  (see SUT Notes),A502P-00,1,502,2010/07/01,2009/09/01,20,Bull SAS,Bull SAS,2010/09/01,2010/10/01,2010/10/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20100930-00295.html,<A HREF=
power_ssj2008,1.1,Hewlett-Packard Company,ProLiant DL380 G5 (2.66GHz  Intel Xeon L5430 processor),1,--,Single Node,734,306620,278606,247903,215426,185938,154251,124358,93322,62003,31061,253,245,236,227,218,209,201,193,185,178,170,1214,1135,1049,951,854,738,620,484,335,175,8,2,4,1,Intel Xeon L5430,2666,2.66GHz  2x6 MB L2 shared  1333 MHz system bus,1 2 chips,32 KB I + 32 KB D on chip per core,12 MB I+D on chip per chip  6 MB shared / 2 cores,None,None,16.0,Microsoft Windows Server 2003 x64 Enterprise Edition,R2,NTFS,4 x 4096 GB,PC2-5300F CL5 LP slots 1 3 5 7 populated,2,1,2,2,1000,BEA Systems Inc.,BEA JRockit(R) (build P27.5.0-5-97156-1.6.0_03-20080403-1524-windows-x86_64  compiled mode),4,Used start /AFFINITY 0x3 0xc 0x30 0xc0 CPU masks.,64, ,3600,3600,Single Supplier,Server,Line-powered,1 x 36GB 10K RPM SAS,HP Smart Array P400,HP Dynamic Power Regulator enabled,HP part# 379124-001,1,1000,2008/06/01,Apr-2008,3,Hewlett-Packard Company,Hewlett-Packard Company,2009/03/01,Apr-2009,Dec-2010,http://www.spec.org/power_ssj2008/results/res2009q2/power_ssj2008-20090325-00139.html,<A HREF=
power_ssj2008,1.1,Hewlett-Packard Company,ProLiant DL380 G5 (3.00GHz  Intel Xeon 5160 processor),1,--,Single Node,382,159151,145448,128930,111889,97074,80396,64855,47810,32947,16254,258,252,242,229,218,205,195,187,182,177,172,616,577,533,488,445,392,332,255,181,91.9,4,2,2,1,Intel Xeon 5160,3000,3.00GHz  4 MB L2 shared  1333 MHz system bus,1 2 chips,32 KB I + 32 KB D on chip per core,4 MB I+D on chip per chip,None,None,8.00,Microsoft Windows Server 2003 x64 Enterprise Edition,R2,NTFS,2 x 4096 GB,PC2-5300F CL5 LP slots 1 3 populated,2,1,2,2,1000,BEA Systems Inc.,BEA JRockit(R) (build P27.5.0-5-97156-1.6.0_03-20080403-1524-windows-x86_64  compiled mode),2,Used start /AFFINITY 0x3 0xc CPU masks.,64, ,3500,3500,Single Supplier,Server,Line-powered,1 x 36GB 10K RPM SAS,HP Smart Array P400,HP Dynamic Power Regulator enabled,HP part# 379124-001,1,1000,2006/05/01,Apr-2008,3,Hewlett-Packard Company,Hewlett-Packard Company,2009/03/01,Apr-2009,Dec-2010,http://www.spec.org/power_ssj2008/results/res2009q2/power_ssj2008-20090325-00138.html,<A HREF=
power_ssj2008,1.2,Hewlett-Packard Company,ProLiant DL380 G6,1,2U,Single Node,2012,534763,483969,428697,373744,321617,269050,213803,160870,106339,53228,187,175,164,153,142,133,125,118,109,95.3,63.7,2859,2765,2618,2446,2273,2017,1705,1368,977,559,8,2,4,2,Intel Xeon L5530,2400,Quad-Core  2.40 GHz  8 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8.00,Microsoft Windows Server 2008 x64  Enterprise Edition,SP2,NTFS,4 x 2048 MB,PC3-10600E CL9, 4 slots populated,2,1,2,2,1000,IBM Corporation,IBM J9 VM (build 2.4  J2RE 1.6.0 IBM J9 2.4 Windows Server 2008 amd64-64 jvmwa64 60sr5-20090519_35743 (JIT enabled  AOT enabled),4,start /AFFINITY [0xf  0xf0  0xf00  0xf000], ,-Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -Xmn1100m -Xms1500m -Xmx1500m -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,1 x 60 GB SSD 2.5 SATA HP part #572071-B21,HP Smart Array P410i,Balanced power enabled in OS,HP Part #503296-B21,1,460,2009/09/01,2009/07/01,3,Hewlett-Packard Company,Hewlett-Packard Company,2009/09/01,2009/11/01,2010/07/01,http://www.spec.org/power_ssj2008/results/res2009q4/power_ssj2008-20090909-00197.html,<A HREF=
power_ssj2008,1.1,Super Micro Computer Inc.,Supermicro 6025B-TR+ (Intel Xeon processor E5345),1,--,Single Node,435,245571,221834,196271,171959,147354,123290,98593,73019,49825,24746,334,327,318,309,298,286,273,260,248,234,219,736,678,617,557,495,431,361,281,201,106,8,2,4,1,Intel Xeon processor E5345,2333,Quad-Core 2.33GHz  8 MB L2  1333 MHz system bus,1 2,32 KB I + 32 KB D on chip per core,8 MB I+D on chip / chip,None,None,16.0,Microsoft Windows Server 2003 Enterprise x64 Edition,SP1,NTFS,4x 4GB,MT36HTF51272FY-80EEZD4ES BZADRZ001 4GB 2Rx4 PC2-6400F-555-11-E1 FBDIMM slots 1A  2A  3A  4A populated,2,1,2,2,1000,BEA Systems  Inc.,BEA JRockit(R) 1.6.0_02 (build P27.4.0-10-90053-1.6.0_02-20071009-1827-windows-x86_64  compiled mode),4,JVM 1 to 03  JVM 2 to 0C  JVM 3 to 30  JVM 4 to C0,64, ,3500,3500,Single Supplier,Server,Line-powered,1 x Western Digital WD360ADFD 36GB SATA,Intel 631xESB/6321ESB Serial ATA Storage Controller,Server Balanced Processor Power and Performance,ABLECOM PWS-702A-1R Redundant Module Switching Power Supply,1,700,2007/11/01,2007/11/01,13,Intel Corp.,Intel Corp.,Jan-2008,2008/02/01,Apr-2009,http://www.spec.org/power_ssj2008/results/res2008q1/power_ssj2008-20080115-00028.html,<A HREF=
power_ssj2008,1.2,Hewlett-Packard Company,ProLiant DL380 G6 (2.93 GHz  Intel Xeon X5670 processor),1,2U,Single Node,2780,902465,822600,732446,636159,545033,452736,363625,271682,182300,90807,249,230,208,190,173,159,148,137,125,111,68.1,3630,3582,3514,3349,3146,2846,2455,1987,1453,816,12,2,6,2,Intel Xeon X5670,2933,Six-Core  2.93 GHz  12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,16.0,Windows Server 2008  Enterprise Edition,R2,NTFS,4 x 4096 MB,4GB 2Rx8 PC3-10600E, slots 3 and 6 populated on each processor,2,1,4,1,1000,IBM Corporation,IBM J9 VM (build 2.4  J2RE 1.6.0 IBM J9 2.4 Windows Server 2008 amd64-64 jvmwa660sr5-20090519_35743 (JIT enabled  AOT enabled),6,Used start /AFFINITY [0xF  0xF0  0xF00  0xF000  0xF0000  0xF00000], ,-Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -Xmn1500m -Xms1875m -Xmx1875m -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1875,1875,Single Supplier,Server,Line-powered,1 x 60GB SSD 2.5 SATA  HP part #:572071-B21,HP Smart Array P410i,Power saver enabled in OS,HP part #: 503296-B21,1,460,2010/06/01,2009/09/01,3,Hewlett-Packard Company,Hewlett-Packard Company,2010/03/01,Apr-2010,Apr-2010,http://www.spec.org/power_ssj2008/results/res2010q2/power_ssj2008-20100406-00249.html,<A HREF=
power_ssj2008,1.2,Hewlett-Packard Company,ProLiant DL380 G7 (2.26 GHz  Intel Xeon L5640 processor),1,2U,Single Node,3052,725620,659864,583048,511207,439188,366118,290866,219614,147012,73322,172,160,147,136,128,120,112,105,96.6,85.8,53.6,4230,4136,3962,3760,3428,3045,2589,2097,1522,854,12,2,6,2,Intel Xeon L5640,2266,6 Core  2.26 GHz  12 MB L3 Cache,1 2 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,16.0,Windows Server 2008  Enterprise Edition,R2,NTFS,4 x 4096 MB,4GB 2Rx8 PC3L-10600E, slots 3 and 6 populated on each processor,2,1,2,2,1000,IBM Corporation,IBM J9 VM (build 2.4  J2RE 1.6.0 IBM J9 2.4 Windows Server 2008 amd64-64 jvmwa6460sr5-20090519_35743 (JIT enabled  AOT enabled)),6,start /affinity [0F F0 F00 F000 F0000 F00000], ,java -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -Xmn1500m -Xms1875m -Xmx1875m -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1875,1875,Single Supplier,Server,Line-powered,1 x 120 GB SFF SSD SATA  HP part #572073-B21,Integrated SATA controller,Power saver enabled in OS,HP part # 593188-B21,1,460,2010/09/01,2009/09/01,3,Hewlett-Packard Company,Hewlett-Packard Company,2010/07/01,Aug-2010,Aug-2010,http://www.spec.org/power_ssj2008/results/res2010q3/power_ssj2008-20100727-00279.html,<A HREF=
power_ssj2008,1.2,Hewlett-Packard Company,ProLiant DL380 G7 (3.07 GHz  Intel Xeon X5675 processor),1,2U,Single Node,3197,894314,810428,718894,627520,537594,447456,357641,268383,178789,89375,222,199,180,163,147,136,126,116,106,93.6,52.3,4020,4073,4003,3853,3653,3285,2829,2305,1681,955,12,2,6,2,Intel Xeon X5675,3067,6 Core  3.07 GHz  12 MB L3 Cache,1 2 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,16.0,Windows Server 2008 x64 Enterprise Edition,R2,NTFS,4 x 4096 MB,4 GB 2Rx8 PC3L-10600E-9  ECC  slots 3 & 6 are populated on each processor,2,1,1,1,1000,IBM Corporation,IBM J9 VM (build 2.4  J2RE 1.6.0 IBM J9 2.4 Windows Server 2008 amd64-64 jvmwa6460sr5-20090519_35743 (JIT enabled  AOT enabled),6,start /affinity [F  F0  F00  F000  F0000  F00000],64, ,1875,1875,Single Supplier,Server,Line-powered,1x 120 GB SFF SSD SATA  HP part #:572073-B21,Integrated SATA controller,Power Saver power profile in OS,HP part#:593188-B21,1,460,2011/02/01,2009/09/01,3,Hewlett-Packard Company,Hewlett-Packard Company,2011/02/01,2011/02/01,2011/02/01,http://www.spec.org/power_ssj2008/results/res2011q1/power_ssj2008-20110209-00353.html,<A HREF=
